video_name,text
S5iuebvtDu0--8,the lives of herders or farmers.
809a3a5e02d1-3,It was the summer of 1880.
027ae060c5e0-9,"So I just think I'm lucky to be me, not you but me."
rzrll2_y7Xk_e1,"When it comes to housework, I tend to procrastinate."
e64b379cc5f8-90,Fourth one is a picture of a pot.
9bxtIE0Tygg--69,"Here is a verse from Kalidasa’s best-known poem, the ‘Meghaduta'"
cb8925f9924b-89,Let's copy and write. Copy each question.
XVP5zcTXVtc--193,were in procrate and were written.
3a6cfc943757-19,page 136. Take advantage if you stand that day.
7cd20394895c-20,The crow was sitting on the tree.
7d671200482c-58,"Mother, her, advises her, clean to it.5"
2b2718e10f2f-95,Write a report on different brands of ice creams available in your area.
07285daf5fd0-77,Dash. Fill in the blank with...
uukiGvQ8CgQ--101,and spread to Japan soon after.
027ae060c5e0-26,Match the left and right and finish the sentences as you see fit.
N7O_KBF1Qqc--96,Other children are given the duty of helping them.
2f9740e42167-68,"On the left again, we have a picture of a duck."
a8vtO4iAq6g_e2,The company is relocating to new premises.
b43a1342f8f5-13,Do you have a timetable at school?
yzP6HD0Zr3Y--24,Her relatives and neighbors persuaded her to consult a specialist.
7cd20394895c-9,He saw a big yellow mango on a tree.
dac1fcc8319a-142,Now make new words by joining two words.
Q95GDH2EpT4_d,to notice that a particular thing or person exists or is present
d92ec3de5035-26,What was the little mouse doing? 4
9b0136913690-65,But while he was doing this...
4ea55d87345a-13,or went to the river for fish.
mXq8axygjdE--16,A big heavy branch hit the nest.
5a1348dfe236-40,And after that we have a picture of a race.
1cc162c590dc-25,The bell rang. He noticed a lovely...
3b078f38c03b-30,Write the colour of the object in the space given.
2c7d130870a8-37,Join the dots to complete Z. S.
70745e15917e-52,I can drink 200 bottles of water at a time.
62e79450f3da-48,Now here is a picture of a room again with a sofa set.
6Ht4naTvGCE--8,Read the following poem on words.
IpRLdrFqxKk--297,"A metal key, two iron nails about 5 cm each in length."
b005df5e411b-49,Can you write the opposite of 1?
ef52bca1a454-60,And now you have some space to list out the things. Fun time!
mb920DFo394_e2,Water is essential for/to living things.
urUO3XFOGFQ_d,"to make someone able to do something, or to make something possible."
eabe1f38221a-86,What kind of words are they? Blank
A2VCUgPweiU--111,"tells us that riches, learning and high status."
1f1bb4e3121b-39,Together they reached a place where there were some more odd-looking men playing ninepins.
JHTL19FXRDs_e4,The impact of the ball had stunned her.
Vbeiz94SyEI--10,cloth printed with brilliant floral designs.
8cfebb40f2b9-47,Who lived in the cottage in the forest?
Vbeiz94SyEI--58,What would they be used for?
57cab2a92c69-92,Move wings up and down. Page 33.
7d42dce3e967-6,See what the child in the poem feels.
6dvgNioTESo--73,and sleeves that of their masters.
s8BUs77tQZ4--63,Some of whose capitals are marked with red dots on the map.
A2VCUgPweiU--190,Discuss the reasons why the Chinese pilgrims came to India. 6.
s8BUs77tQZ4--29,"You read about in chapter 9, such as Gautamiputra."
fb456e054e47-115,there is a fill in 4 boxes
vekaTiI1qjw--31,I have a long way to go.
XNGLow435p8_e1,Many people recoil with horror when they see a big spider like this.
TYbsjtUmRmQ--66,"and to respect the lives of others, including..."
soTXzil_LzI--173,The bond of friendship between him and Jumman was very strong.
pmwPef49KGE_d,friendly and making you feel happy and welcome
6dvgNioTESo--37,"and men had to give up everything, including their clothes."
18dc64c3380a-10,While flies can crawl straight up a wall.
A2VCUgPweiU--24,Try and trace the root Fa Xian took.
UbSkIyCl70A--146,the people of Athens set up a form of government.
PsaESG5ARyc_e1,"In 15 years, India will likely surpass China as the world's largest market."
hM959_pXlrE--89,"Certain materials, whereas some do not get attracted towards magnet."
Vbeiz94SyEI--208,"probably halted in these gave monasteries during their travels. On this page,"
Vbeiz94SyEI--11,"and clockwork toys, all of which"
VIowkXsLmYg--16,"When our sun grows up, he will need a companion. This pet will be"
A2VCUgPweiU--45,They follow the teachings of the Buddha in all sincerity.
TYbsjtUmRmQ--32,the Buddha belonged to a small Gana.
77e29639c256-42,And then there is a line to show you how to connect the dots.
6Ht4naTvGCE--25,But only words can free a thought.
Zc2bgIDZ-Ks--44,and wise governor soon spread throughout the country.
Zc2bgIDZ-Ks--65,Why do you always carry that iron just with you?
kpJCJ2g6yfQ--41,It is an activity of the mind that takes...
nIjAEHi-6HU--272,Eat plants and plant products. Column E
wlREzbqyvA8_e2,He managed to retain his dignity throughout the performance.
c4b38ce263ce-46,Wake up and start to crawl again.
_EVjLdEmSOA--52,in the Punjab and Sindh in Pakistan.
LjnS-cnPY0I--218,"and was found in Kandahar, present day of Afghanistan."
a0GJqWQf2so--98,Ofcourse he can sing it. Tansen can sing anything
6422c75b4261-18,"It is small, but it has many books."
6dvgNioTESo--69,were written down in a book called Vinay Pitak. From this we know...
29e7bf42fd88-27,"Bhaiya, you are 5 years older than I am."
d5d9a14756d5-107,alone was not Robinson and Island on.
FyPkQyJWsjs--122,and she set on it for an hour.
d80b02f1b480-61,Make a large hand on a plane sheet.
cb8925f9924b-30,A little pig loved to make a row.
43a0131cb836-15,"The mosquito flew off. This time too, he hit himself."
04cf2cb63a7d-44,The children may be taken out and given their food outdoors.
ijrjSBx7WTc--64,What have I done? She cried.
-GwCYXp1DPY_e3,Many educational institutions are now realising the value of soft skills
LjnS-cnPY0I--71,"because although it is smaller than a continent,"
2f9740e42167-87,Here is a picture of a book.
07285daf5fd0-112,This roof is not high. It is.
0726445c45f9-75,Would you like to have birds visiting you every day?
779bb3acf518-73,Trace the dotted line to complete T
43043aa04251-163,Up to right shoulder from front of chest.
992d9f7b37d2-80,In one mother is written. Write.
98f6b084cc67-12,"The File Values book, the guide."
jE5xC_IBFVM_e3,You'll feel something twitch the line when you get a fish.
3ab94767fe39-21,What was the little bird doing?
UbSkIyCl70A--4,One was the growing use of iron plough shares.
f8fc65200887-71,The shoe was lost because of the nail. Question
it4GglIkMLY--193,forts were probably built because people.
DqMYRnRJ94E_e5,The front passengers were lucky to survive the accident.
ef52bca1a454-44,"Sometimes, we replace the names of people with another word."
BYDhyNP5fK8_e2,He seems to get pride in fatuous remarks.
9KVSNmWtqvA--214,"4 options A, B, C and D are given"
GuQ6ZLzpMXk_e1,in the elevator she pressed the button for the lobby
Zc2bgIDZ-Ks--28,Other governors became jealous of the new governor.
29e7bf42fd88-94,The examiners will not spare you.
cUPWJz6KO2c_e1,He loves children and has a certain empathy with them.
2f9740e42167-16,It is on the table to the left.
kpJCJ2g6yfQ--24,Our heartbeat becomes slower. Our temperature and blood pressure.
d5d9a14756d5-131,What sort of a day was it?
9bxtIE0Tygg--113,was also included in the Mahabharat. The Ramayan
lcEDzDxpGvU_e1,The army arrived to assist in the search.
60c9973b69ed-12,One day he was swimming along with the rest of his school and thinking.
s8BUs77tQZ4--158,was not the eldest son of his father.
iMlR4QLSWok--170,"You deserve a blank on the back for your good performance, Pat."
LjnS-cnPY0I--102,Besides merchants traveled with caravans or ships. Carrying valuable goods.
iMlR4QLSWok--213,that describe the boy and the old man and the lucky shop.
mJ69KqzX3lU--137,Now cut strips of equal sizes out of it.
992d9f7b37d2-139,And what do you think then Tina would have replied?
b005df5e411b-20,and my books and my games.
s8BUs77tQZ4--217,Who were the rulers who tried to control the coasts and why? Hint.
7bccd31315d7-115,"Knowing the words you just read, connect the dots to make the word mango."
b43a1342f8f5-69,He lived with other homeless boys in an orphanage.
4c422e10f21d-75,Now connect the dots to write B.
fbd474720a91-54,"In an orange circle, you can see small letter G."
ovYYEWMtW9M--129,that everybody should be able to perform rituals. Then others condemned
O8V8kz6JcFs--189,In bracket 90% of people are honest in bracket 10% are dishonest. Page 11.
ovYYEWMtW9M--47,"His charioteer, who was his companion?"
Vbeiz94SyEI--90,the port of the Chulas and Madurai. The Capital of the Pandyas
ovYYEWMtW9M--137,The Rajas who performed these big sacrifices were now recognized as being...
9b0136913690-52,Go on shaving me! Speak no more!
343da2e475d7-62,Now fill in the blanks using group words from the box.
9bc677ce073e-71,Trace the dotted lines to complete the beautiful picture of a cat.
1f1bb4e3121b-320,Use the following clues to complete the following exercise. Play.
a4bbc6c5cd3e-102,Match the animal to its group.
00094a2700f5-20,The grasshopper remembered how the hardworking ant had stored away grain for the winter.
d92ec3de5035-53,pairs to find the difference. There are a total of 5 differences.
eda13bc934dd-104,The first one is a lion.
ovYYEWMtW9M--25,We find some changes taking place in the ways in which Rajas were chosen.
dac1fcc8319a-4,He was now very tired and old.
mJ69KqzX3lU--105,We have a table with 5 columns and 4 rows. Column 1 title is...
ac7d5b8ebe26-72,"5. O, Dash dash dash dash dash"
43043aa04251-158,palms facing at chest level. Move from side to side in a symmetric way.
it4GglIkMLY--207,provided possibly by thousands of men?
366805e50016-66,The rhyming word starts with M.
B7idRBMZUvw_e4,Several witnesses said that Slatter started the brawl.
809a3a5e02d1-119,Now your friend will ask you the same questions.
XVP5zcTXVtc--194,in the Brahmi script. Ashoka's war in Kalinga.
d5d9a14756d5-50,Because I was still very frightened. However...
809a3a5e02d1-121,"In second column, option always is given."
HbeLuowRM5Q_d,A story of someone's life written by another person
a4bbc6c5cd3e-36,It throws the magic wand into the river.
wNZIAo8zLP0_e4,Attach labels to all the bags.
58131855adfb-26,"If possible, practice of sargam, music or breathing exercises too can be introduced."
1-YUm865HA0--174,Set up a form of government.
UbSkIyCl70A--102,"These were written down about 2,300 years ago."
-GwCYXp1DPY_e2,"Students will benefit from training in IT skills, English language proficiency, and soft skills"
MjFpCgFgt1A--142,We will learn about the function of flowers in higher classes.
d92ec3de5035-3,and the mouse. Lions were sleeping.
iMlR4QLSWok--204,He went to the lucky shop. It was very blank. I tried my luck.
779bb3acf518-79,Now trace the dotted line and write F. Capital H.
it4GglIkMLY--213,found near the present day Allahabad.
1f1bb4e3121b-162,The old woman who recognized Rip was...
ac7d5b8ebe26-25,It has stripes of yellow and black.
366805e50016-79,Space has been provided for your answer.
-jTNHftz4Pk_e1,The governor could be pressured to resign by a vote of censure.
jXYcAvK7MTA--80,which the King had given to Shakuntala.
hM959_pXlrE--44,This is how the story goes.
jXYcAvK7MTA--120,Elephants often trampled down the huts of villagers.
nLG-B3e-pP0--107,The husk particles are carried away by the wind.
d3617db9c8e0-25,to pass from one field to the other.
1-YUm865HA0--81,wanted to become a world conqueror.
2f9740e42167-67,and on the right side we have two ducks in the pond.
IpRLdrFqxKk--242,"Switches, electric plugs and sockets are made of conductors."
7bccd31315d7-14,It really looked like a ball.
UbSkIyCl70A--75,They were not one but many rulers.
57cab2a92c69-165,8. Why do you drink milk?
O8V8kz6JcFs--98,Camels have long shaggy winter coats to keep warm.
4c422e10f21d-7,Enjoy this poem. My house is red.
KQpXEZpNF1s_e1,The train slowed down and then stopped altogether.
a008d40f8e85-86,The second one is a kid with a bicycle.
8cfebb40f2b9-32,Somebody sleeping in my bed! said baby bear in his tiny little voice!
2f9740e42167-81,Can you imagine a beautiful duck?
yzP6HD0Zr3Y--153,When would you make a pact with the Sun?
mJ69KqzX3lU--66,Arbaz plans to tile his kitchen floor with green square tiles.
WabgM-SmPzU_e2,How many candidates are there for the job?
809a3a5e02d1-101,Her mother thought she could learn.
9bxtIE0Tygg--48,Is it just that in the red glue of the twilight?
VqlfNumk0cg--47,Kalpana Chawla said that she never dreamed as a child in Karnal.
8957c2f13262-27,Help the children trace the letters.
62e79450f3da-39,Based on this activity complete the paragraphs.
Vbeiz94SyEI--120,make it a highly valued fabric in most societies.
IpRLdrFqxKk--133,Take a torch bulb and a piece of wire.
nLG-B3e-pP0--48,"See, to remove impurities or harmful components."
YnvT2TZt17c_e4,I don't want to hear your excuses.
dac1fcc8319a-136,Keep the water at different levels.
NoVPRWXWUZE--74,including slaves were known as Kadai-Ciara.
sOeSDdQ8GhM_e1,Patients were discharged from the hospital because the beds were needed by other people.
3AGKPSOZMmc--60,The forest is full of surprises he said.
nSQUhb44s5M--46,This is the rate on 15th February 2008.
4ea55d87345a-69,Where did the mother tiger and her small tiger cub live? A.
jDy4C7B8OwI--258,including the earliest temples and stupas.
vA8-Sv3474g_d,to respect and approve of someone or their behaviour
VqlfNumk0cg--215,"Then, say in another paragraph, how you..."
T_IbLgT7PhE_e2,All work and no play makes Jack a dull boy.
a0GJqWQf2so--37,with a holy man called Muhammad Ghaz.
a8vtO4iAq6g_e1,We don't have enough capital to buy new premises.
S5iuebvtDu0--91,as you can see a lion stood for L and a bird
9f1c001437d8-55,and the book was held together by a string.
iuGT90_P4Qk--50,so let us look for the angles.
1-YUm865HA0--2,as the rulers of the Mahajan padas were
yzP6HD0Zr3Y--13,and sound advice. Now the list.
nLG-B3e-pP0--194,A filter paper is one such filter that has very fine pores in it.
ac7d5b8ebe26-68,It is a sweet fruit. 5
3hA8oqpI65k--37,What they did to the crops?
zoBP39jyRMs--155,and read the box on room.
LKYengAeduU_e2,Only 10 percent abstain by choice.
kpJCJ2g6yfQ--78,Why has sleep been called a wonder?
BwHKycUKnYM_e3,I'll worry about it if/when/as the situation arises (= if/when/as it happens)
zoBP39jyRMs--32,The earliest coins which were in use for about 500 years
0fb8102d6c95-22,as he went by.up in the hills
809a3a5e02d1-52,Water meant something wet running over her hand
OjdtxDlr1-Y_e1,"As a politician, her sympathy was always for the underdog in society."
a0GJqWQf2so--64,Sometimes he sang before Emperor Akbar.
UbSkIyCl70A--76,"Sometimes, even when thousands of men ruled together, each one was known as..."
myIXH3PjvoI--52,What is the area of the red triangle?
18dc64c3380a-12,The worm he wiggles all around.
a008d40f8e85-48,"Wash, wash, wash your face, wash it every day."
0gXoXdqFarg_e3,Going to court to obtain compensation is a long process.
mJ69KqzX3lU--79,"by making use of other things present. For example,"
43043aa04251-129,Blindfold a child with a cloth.
ovYYEWMtW9M--19,How did men become rulers in the past?
DG6Bx2bDqFM--56,or a banana leaf platter at a party?
7d671200482c-71,We thought the lion had eaten someone.
eiL5yM0oUqc_e1,She was renowned for her eloquence and beauty.
s8BUs77tQZ4--191,It developed as a religious center with a number of temples.
0fb8102d6c95-21,Where are you going this fine day? I said to the puppy.
fb456e054e47-8,Two dogs are chasing the birds.
nSQUhb44s5M--118,without using the terms maximum and minimum.
0853cfecacd9-10,Mother gives them a barfi each
uukiGvQ8CgQ--61,while numerals had been used earlier.
it4GglIkMLY--44,or a tiger skin. His charioteer
779bb3acf518-39,to draw the picture of an animal.
ec20a4dae9f9-13,from the throat of the overflowing spout. Across the window pane.
3hA8oqpI65k--97,You can also find out about your older generations.
1e22be414f61-12,with the colors of the rainbow.
1f1bb4e3121b-331,Write three new things you have done in the last three years. A.
jXYcAvK7MTA--163,who were already familiar with the coastal settlements of the subcontinent.
tRdqPGHDEvM--40,with magenta color flower on a couple of green leaves. Observe this block.
fb456e054e47-92,"On the right, there's a picture of a butter."
3hA8oqpI65k--85,on the page of a big family tree.
83326b7bbc9c-5,He told the king and his courtiers
qKlS0wqBfdk_e1,He could discern the note of urgency in their voices.
myIXH3PjvoI--117,and making guesses for the largest or the smallest perimeter.
43a0131cb836-65,Trace the dots to make the word P.
nLG-B3e-pP0--96,Take your mixture to an open ground.
hM959_pXlrE--57,Tika Plastic or a Paper Cup
Nn9spzBqmMs--16,Often he ran away to play in the forest.
LAPxQ3yABkc_d,"If a physical or emotional feeling ebbs, it becomes less strong or disappears"
1f1bb4e3121b-126,Say whether the following sentences are true.
3a6cfc943757-39,Hari saw a monster crab walking sideways out of the pool.
MjFpCgFgt1A--46,How many petals does the flower have?
VqlfNumk0cg--126,What does Kalpana Chawla say about pursuing a dream?
Ub7UcPJ2hLI_e2,If the pay deal isn't settled amicably there'll be anarchy in the factories.
f8fc65200887-184,Write the contractions for the following phrases.
hM959_pXlrE--164,Paheli has this puzzle for you.
0187f6244784-26,He also poured a few spoonfuls of coconut oil.
6422c75b4261-88,Should we go to the big market?
00094a2700f5-157,have been done for you. A lady is cycling.
1-YUm865HA0--195,to deal with an attack by the King of Magadha.
e90d992d5756-101,Listen to the teacher and tick the word
FyPkQyJWsjs--98,How else will her mother be cured?
9b0136913690-92,I never knew that you were...
6dvgNioTESo--150,and live as householders. Be aan Sch Zach Brieherst
XVP5zcTXVtc--24,Ashok was one of the greatest rulers.
d494f4d97eb5-28,Page number 22 Small letter T
iuGT90_P4Qk--98,Take 8 matchsticks and make a fish.
ce825058c63e-10,That's what I'm going to do.
8e2d24eb5abf-63,Tuesday and time supplying on time
99218fd19f71-66,Pge 13. Here you can see picture of a cow. A monkey.
MjFpCgFgt1A--114,to understand how to cut the ovary of a flower.
83b6ac4a3d19-49,as they wipe themselves with towels. Group Blue.
A2VCUgPweiU--77,as only he can set urgent free from every evil.
0726445c45f9-62,Number the jumbled picture story correctly.
57cab2a92c69-126,1. Why do you think the dove?
VqlfNumk0cg--26,How is a different from takeoff?
1-YUm865HA0--70,who used all possible means to conquer other jhanpadas.
366805e50016-35,Tell us how an action is being done.
nSQUhb44s5M--106,"The man says, I live in Himachal."
07285daf5fd0-85,Write them down in the circles. One has been done for you.
8957c2f13262-48,Read out the poem with actions and make children repeat along with you.
mb920DFo394_e3,The books on this list are essential reading for the course.
d3617db9c8e0-4,in his own words. It is called an...
soTXzil_LzI--273,Would you prefer to live in a joint family?
49d5108ee364-102,Help the bird guide it and help it reach the nest.
3b43e5cc0495-21,Match the following people with the items they use.
2c7d130870a8-23,Find out how many cats are there.
NwVF-WWZ0Bc--13,If I drop 5 marbles in this glass.
366805e50016-14,Hari was pinched till he was black and blue.
Vbeiz94SyEI--17,A mother explained that they were traders. People who bought things bought.
TYbsjtUmRmQ--21,was born about 2500 years ago.
c68b4073e462-44,"Now, trace the dotted line to write..."
Ihhwph3nCnI_e3,I had a sudden urge to slap him in the face.
ZEZpV4qEQDw_e1,That actor really resembles my brother.
343da2e475d7-127,There was an old man with a beard who said
yzP6HD0Zr3Y--78,"foreign to grown-ups altogether, in which they fluently communicate with trees."
XVP5zcTXVtc--6,"The Emperor, who gave up war."
6094ad90f864-65,Create your own comparisons for the following. Work in pairs.
nLG-B3e-pP0--189,piece of cloth. Small holes are ports remaining between the woven threads.
d92ec3de5035-60,"We have the same scene, but with some differences."
5a1348dfe236-27,And it points to the time with its too little hands.
ovYYEWMtW9M--181,Most Mahajanpadas had a capital city.
43043aa04251-27,Why are you carrying a boy on your back? Don't you
hM959_pXlrE--50,These are known as artificial magnets.
36a355ab7513-77,I wish there were woods very near.
a008d40f8e85-33,What did you enjoy doing the most?
soTXzil_LzI--22,She followed these insults along with the food.
3hA8oqpI65k--116,If you look at the dot marked on the fourth day.
NwVF-WWZ0Bc--116,What is the volume of 16 1 rupee coins?
AHaC7ncPHjM_e1,Hyderabad is a culturally diverse city.
fb456e054e47-18,Let me give you a hint. It's a scene from a school.
99218fd19f71-16,Sonu and Monu ran to Gonu's house.
fb456e054e47-88,v i dash dash a g e
it4GglIkMLY--65,especially in the areas drained by the Ganga and the Yamuna.
4c10721611b2-80,There are 10 pictures in different circles.
nIjAEHi-6HU--36,by discussing with your friends and elders at home.
rahU3wO6czo_d,to have as a plan or purpose.
117db0aadb7a-23,Have you seen an animal drawing itself? Let's share!
0853cfecacd9-68,Now match these objects with their corresponding shapes. Page number
tRdqPGHDEvM--87,Following a rule of repeat by some particular rotation. 4 instances are given.
b005df5e411b-44,Can you find more words ending with less?
sUGW7VoKw00_d,free from an obligation or liability imposed on others.
_z-285qczGg_e1,"We binge-watched an entire season of ""Breaking Bad"" on Sunday."
8cfebb40f2b9-24,The big bed was very hard. The middle size bed.
_SSJde7GrTA--77,The area of square B is dash square centimeters. 4
SVXQA7MYbQg_e2,He decided to forsake politics for journalism.
DB9Z1FczZoM_e1,Companies will achieve a competitive advantage by attracting and retaining the best talent.
NoVPRWXWUZE--157,"Hearing this, our young man went back to the grass-cutters. He said,"
FyPkQyJWsjs--28,but she heated their advice and
9e2c92e2b0b0-89,What are the things that come to your mind? Write them down.
s8BUs77tQZ4--71,in the Northwest marked in purple on the map.
iMlR4QLSWok--160,We also blank to see him smile.
ijrjSBx7WTc--20,"said his wife, but will soon be fully groomed."
it4GglIkMLY--171,Plates and bowls are the most common vessels made out of painted greyware.
c68b4073e462-48,Trace the dot in line to complete.
myIXH3PjvoI--120,"In case of curved edges, thread can be used for measuring the perimeter."
07285daf5fd0-22,& banana grow in plenty.  We  find
nIjAEHi-6HU--105,A farmer is carrying wheat grains on his bula card. Page 3
e64b379cc5f8-4,This is Mohan. He lives in Kuppam village.
58131855adfb-19,Let them all be gently guided to listen.
70745e15917e-68,Lion? What do you eat there? Camel
nIjAEHi-6HU--33,Choose some of the items you listed in Table 1.1.
ac7d5b8ebe26-57,with missing letters. And on the right side...
d2e656de0bda-30,Do you know more words with these sounds?
nIjAEHi-6HU--314,"Does everyone around you get enough food to eat? If not, why? 2 What...?"
1f1bb4e3121b-167,What were the strange things about the men on the mountains?
mXq8axygjdE--68,He welcomes people to the ashram.
4b41f9df012f-10,Which of these are birds? Point them out.
d73da12c66f0-67,"Here's a chart which has five pictures, True or false and..."
nIjAEHi-6HU--230,Do you find some animals which eat both plants and animals?
3ab94767fe39-55,The floor is gray or brown.
NoVPRWXWUZE--194,or of homes of ordinary people.
wSC4sek05uo_e1,Mr. Anil has outspoken about government.
9b0136913690-89,But the Barber did not hurry.
uukiGvQ8CgQ--157,Find out more until a story from one of the epics.
tz0m5R2Tfeo_e1,Are there any roses in your bouquet?
2b2718e10f2f-136,What are the describing words used in the poem for the following?
XVP5zcTXVtc--79,"In other areas, there were villages of farmers and herders."
fb456e054e47-75,Make them repeat the sets of words after you.
ac7d5b8ebe26-55,Here we have a table. On the left side...
c-mirXvUBoI_e2,My grandmother had a strong influence on my early childhood.
0187f6244784-32,Then a name came to his mind. He named it... Avial!
607852ae99dd-9,"Piano, Piano, Piano, Pia, Pia, Pia, Piano, Pia, Piano"
LlT0Hf_hRIM_e3,"Well, after a day's toil in the office I like to relax a little."
3AGKPSOZMmc--43,He met the Rishi who explained the behavior of each bird. Soon
62e79450f3da-7,3 red steps that lead inside.
UbSkIyCl70A--117,local shrines were maintained in both towns and villages.
1A_qjxuOGNg_d,an uncomfortable feeling when you doubt if you are doing the right thing
-hZpPIT6N4U_d,"to think carefully, especially about possibilities and opinions"
LjnS-cnPY0I--17,"But what about long, long ago?"
eabe1f38221a-19,He does not open up one eye.
UbSkIyCl70A--128,You will read in chapter 10.
jDy4C7B8OwI--217,a general of the Maurya's named Pushya mitra Shunga
kpJCJ2g6yfQ--43,Some dreams are probable while others are not.
Zc2bgIDZ-Ks--85,that the shuffled was indeed the humblest and the wisest man in the land.
NwVF-WWZ0Bc--99,I took 5 ml once in my injection.
TcnFkuXDCIE_e2,a man with long dishevelled hair.
tRdqPGHDEvM--99,The letter P this time follows the same pattern.
A2VCUgPweiU--112,do not automatically ensure a close relationship with the deity.
8e2d24eb5abf-113,Which story did you like the best? Write down your reasons.
5639b93da108-41,and to fill in the blanks.
d73da12c66f0-60,Did she learn it easily? 6
70745e15917e-58,Lion showing a lot of interest.
6c91aaacea0a-54,and the second group says the opposite word.
117db0aadb7a-57,"Then, complete the sentences and say them loud."
b43a1342f8f5-92,Then why were they always hungry?
9e2c92e2b0b0-52,"Then again on the left, there is..."
cb8925f9924b-74,A wise old owl lived in an oak.
it4GglIkMLY--167,Is there a crop in this list that was not mentioned
3hA8oqpI65k--126,Days are shown from 0 to 20 on the vertical axis.
sOeSDdQ8GhM_e2,More than half of all prisoners discharged are reconvicted within two years.
6c91aaacea0a-18,and the boy and the girl and they did.
6094ad90f864-36,The giant farmer's voice was as loud as a bellowing trumpet.
Vbeiz94SyEI--112,the root leading to the south.
8cfebb40f2b9-85,"A sailor went to sea, sea, sea."
vekaTiI1qjw--8,Their ones lived a shepherd. He was very poor.
H7sMDW2U3LQ--6,"Now, let us read a poem on beauty."
vjK0h7XGewE_e4,The injection brought him immediate ease.
9f1c001437d8-19,Trace the outline of a dove on the card.
S5iuebvtDu0--31,You will probably mention the day month.
3AGKPSOZMmc--73,Where did each of them find a home?
uukiGvQ8CgQ--21,and floated all the way to Varanasi.
2011b172755b-27,What did Lalu eat one day?
R2N4OQE-q3c_d,(used to add information) also and more importantly
pgdu5wisL_g_e4,She paid him a high compliment by saying she read all his books.
DG6Bx2bDqFM--70,Write a story on how packaging increases the amount of garbage. 6.
cb8925f9924b-107,you can see an elephant and a mouse.
b43a1342f8f5-8,Why was Bhaiya so strict with him?
vekaTiI1qjw--33,"Looking straight into the eyes of the guest, the shepherd replied,"
Vbeiz94SyEI--225,and women who undertake journeys to holy places in order to offer
5ncS0vBocO0_e1,Amit was a famous 16th-century explorer.
6Ht4naTvGCE--35,Do not let a thought shrivel and die because?
29e7bf42fd88-144,I also like to play and fly kites.
3hA8oqpI65k--68,It is important for children to get a sense of approximation.
it4GglIkMLY--51,The other Rajas were simply spectators who had to sit
A2VCUgPweiU--37,He spent the rest of his life translating the remaining manuscripts from Sanskrit.
UbSkIyCl70A--90,about whom you will read in chapter 6.
Vc-RbJc2Be0--261,Compare with results obtained by other classmates and mark these areas on the map.
soTXzil_LzI--217,The best way to avoid an unnecessary argument is to remain silent.
FFAtBcMZ44Y_d,to repeat the words that someone else has said or written
soTXzil_LzI--96,The bond of friendship between them was broken.
d73da12c66f0-39,"Fearless was Malu. This she knew. Not just brave, but special too."
UbhONRGm-90--68,It's dark and I cannot see you. Come here and show me the way.
NoVPRWXWUZE--83,"was often the largest landowner. Generally,"
LjnS-cnPY0I--11,Anyone know what had happened so many years ago. Finding out what
9bc677ce073e-26,and play with you! Moti is sad!
A_ND2Q9fO2s_e1,We used to be friendly with some people who worked at the Swedish Embassy.
Nn9spzBqmMs--68,Tansen asked his daughter and her friend to sing Raga Megh.
b43a1342f8f5-163,won wins the trophy EVERY ONE
WAzBIGcdzSY_e1,She was concentrating on her book and his voice startled her.
hM959_pXlrE--127,Now gently shake the magnet to remove the particles of sand or soil.
IBOW-mmD4hg_e2,The President issued a terse statement denying the charges.
jXYcAvK7MTA--13,was a Mahadandaniyak or Chief Judicial Officer.
oGNdvacriUo_d,take (something) away or off from the position occupied.
57cab2a92c69-63,The hunter will not want dead birds.
it4GglIkMLY--46,in the battlefield and witnessed his exploits chanted
366805e50016-18,Hari painted himself in colours. 4. Hari.
it4GglIkMLY--62,which are the categories that are described in terms of their occupation.
6dvgNioTESo--151,then they had to live in the forest and meditate.
zoBP39jyRMs--29,You may have noticed how wealth is measured in terms of coins.
exqm_484F14--364,Draw the leaf shapes and structures for trees.
1e9591008a0d-8,Appu who came to his shop every day.
myIXH3PjvoI--72,"Suruchi asks, how did you do this? Asif replies."
wIZfRACbuPo_e2,Over 300 mourners attended the funeral.
y_zV7Qkiyeo_d,the act of looking at or considering something carefully in order to discover something
FyPkQyJWsjs--95,I'll pierce through the clouds to reach Saida Scotchyard.
8c94dca71c3c-50,2. Fill in the blanks by adding un
809a3a5e02d1-26,Helen is very smart. She said.
831fec5793da-50,Make groups of five children each.
O8V8kz6JcFs--86,Mongooses are famous for being able to kill snakes without getting hurt themselves.
d5d9a14756d5-129,Write a story on strange footprints.
iMlR4QLSWok--217,"Boy 1, would you like tea or coffee? Boy 2."
VqlfNumk0cg--93,from biology to astrophysics to aeronautical engineering.
1e9591008a0d-135,et cetera. Cut a strip of ribbon
4vfboqjtAXo_e3,He had a penchant for playing jokes on people.
I96CIiP3WZc_e4,It's a nuisance filling out all these forms.
027ae060c5e0-33,What are the lucky things that have happened to you?
nLG-B3e-pP0--130,chalk pieces and mix it with the flour.
ovYYEWMtW9M--144,"archaeologists have excavated a number of settlements in these Jhanpadas, such as PuranaQila"
_SSJde7GrTA--70,Draw another square with double the side.
yxme3eH9KiI_e2,"I've thought over your offer, and I'd like to accept."
b43a1342f8f5-27,as you speak to them. Writer's address.
7d671200482c-36,2. The buses run on land 3. The buses run on land
ovYYEWMtW9M--223,as the rulers of the Mahajan padas were a
